claim_id,dataset,detector,seed_or_seed_aggregation,phase_rule,nominal_fpr_target,evaluation_unit,analysis_detail,metric,metric_definition,exact_numeric_value,value_unit,ci_lower_95,ci_upper_95,ci_method,ci_source_csv,ci_source_rows,source_csv,source_file,source_rows,corresponding_figure,evidence_status
E010782,DS03 confirmation,pca,-1,primary,0.005,engine_10,canonical,descent_minus_cruise,Descent healthy row-FPR minus cruise healthy row-FPR; percentage-point difference when multiplied by 100.,0.004767297233344391,fraction difference,,,,,,results/confirmation_ds03/canonical_results.csv,,2,,confirmatory
E010783,DS03 confirmation,pca,-1,primary,0.005,engine_10,canonical,worst_cross_phase_transfer_fpr,Maximum audit healthy row-FPR among off-diagonal calibration-phase to audit-phase threshold transfers.,0.02686070960710708,fraction,,,,,,results/confirmation_ds03/canonical_results.csv,,2,,confirmatory
E010784,DS03 confirmation,pca,-1,primary,0.005,engine_10,canonical,healthy_flights_with_alarm_climb,Fraction of healthy flights with at least one climb-phase false alarm.,0.5882352941176471,fraction,,,,,,results/confirmation_ds03/canonical_results.csv,,2,,confirmatory
E010785,DS03 confirmation,pca,-1,primary,0.005,engine_10,canonical,false_alarm_events_per_healthy_flight_climb,Mean number of contiguous climb-phase false-alarm events per healthy flight.,6.411764705882353,events per healthy flight,,,,,,results/confirmation_ds03/canonical_results.csv,,2,,confirmatory
E010786,DS03 confirmation,pca,-1,primary,0.005,engine_10,canonical,healthy_flights_with_alarm_cruise,Fraction of healthy flights with at least one cruise-phase false alarm.,0.8823529411764706,fraction,,,,,,results/confirmation_ds03/canonical_results.csv,,2,,confirmatory
E010787,DS03 confirmation,pca,-1,primary,0.005,engine_10,canonical,false_alarm_events_per_healthy_flight_cruise,Mean number of contiguous cruise-phase false-alarm events per healthy flight.,11.235294117647058,events per healthy flight,,,,,,results/confirmation_ds03/canonical_results.csv,,2,,confirmatory
E010788,DS03 confirmation,pca,-1,primary,0.005,engine_10,canonical,healthy_flights_with_alarm_descent,Fraction of healthy flights with at least one descent-phase false alarm.,1.0,fraction,,,,,,results/confirmation_ds03/canonical_results.csv,,2,,confirmatory
E010789,DS03 confirmation,pca,-1,primary,0.005,engine_10,canonical,false_alarm_events_per_healthy_flight_descent,Mean number of contiguous descent-phase false-alarm events per healthy flight.,29.941176470588236,events per healthy flight,,,,,,results/confirmation_ds03/canonical_results.csv,,2,,confirmatory
E010790,DS03 confirmation,pca,-1,primary,0.005,engine_11,canonical,overall_fpr,"Healthy audit rows alarmed / all healthy audit rows, pooled or within engine as indicated.",0.007652934262864318,fraction,,,,,,results/confirmation_ds03/canonical_results.csv,,3,,confirmatory
E010791,DS03 confirmation,pca,-1,primary,0.005,engine_11,canonical,climb_fpr,Healthy climb audit rows alarmed / healthy climb audit rows.,0.0020479213598197828,fraction,,,,,,results/confirmation_ds03/canonical_results.csv,,3,,confirmatory
E010792,DS03 confirmation,pca,-1,primary,0.005,engine_11,canonical,cruise_fpr,Healthy cruise audit rows alarmed / healthy cruise audit rows.,0.004951602407678542,fraction,,,,,,results/confirmation_ds03/canonical_results.csv,,3,,confirmatory
E010793,DS03 confirmation,pca,-1,primary,0.005,engine_11,canonical,descent_fpr,Healthy descent audit rows alarmed / healthy descent audit rows.,0.013906778296570601,fraction,,,,,,results/confirmation_ds03/canonical_results.csv,,3,,confirmatory
E010794,DS03 confirmation,pca,-1,primary,0.005,engine_11,canonical,descent_minus_climb,Descent healthy row-FPR minus climb healthy row-FPR; percentage-point difference when multiplied by 100.,0.011858856936750818,fraction difference,,,,,,results/confirmation_ds03/canonical_results.csv,,3,,confirmatory
E010795,DS03 confirmation,pca,-1,primary,0.005,engine_11,canonical,descent_minus_cruise,Descent healthy row-FPR minus cruise healthy row-FPR; percentage-point difference when multiplied by 100.,0.00895517588889206,fraction difference,,,,,,results/confirmation_ds03/canonical_results.csv,,3,,confirmatory
E010796,DS03 confirmation,pca,-1,primary,0.005,engine_11,canonical,worst_cross_phase_transfer_fpr,Maximum audit healthy row-FPR among off-diagonal calibration-phase to audit-phase threshold transfers.,0.023627435195620675,fraction,,,,,,results/confirmation_ds03/canonical_results.csv,,3,,confirmatory
E010797,DS03 confirmation,pca,-1,primary,0.005,engine_11,canonical,healthy_flights_with_alarm_climb,Fraction of healthy flights with at least one climb-phase false alarm.,0.3333333333333333,fraction,,,,,,results/confirmation_ds03/canonical_results.csv,,3,,confirmatory
E010798,DS03 confirmation,pca,-1,primary,0.005,engine_11,canonical,false_alarm_events_per_healthy_flight_climb,Mean number of contiguous climb-phase false-alarm events per healthy flight.,2.6666666666666665,events per healthy flight,,,,,,results/confirmation_ds03/canonical_results.csv,,3,,confirmatory
E010799,DS03 confirmation,pca,-1,primary,0.005,engine_11,canonical,healthy_flights_with_alarm_cruise,Fraction of healthy flights with at least one cruise-phase false alarm.,0.9444444444444444,fraction,,,,,,results/confirmation_ds03/canonical_results.csv,,3,,confirmatory
E010800,DS03 confirmation,pca,-1,primary,0.005,engine_11,canonical,false_alarm_events_per_healthy_flight_cruise,Mean number of contiguous cruise-phase false-alarm events per healthy flight.,14.833333333333334,events per healthy flight,,,,,,results/confirmation_ds03/canonical_results.csv,,3,,confirmatory
E010801,DS03 confirmation,pca,-1,primary,0.005,engine_11,canonical,healthy_flights_with_alarm_descent,Fraction of healthy flights with at least one descent-phase false alarm.,1.0,fraction,,,,,,results/confirmation_ds03/canonical_results.csv,,3,,confirmatory
E010802,DS03 confirmation,pca,-1,primary,0.005,engine_11,canonical,false_alarm_events_per_healthy_flight_descent,Mean number of contiguous descent-phase false-alarm events per healthy flight.,33.611111111111114,events per healthy flight,,,,,,results/confirmation_ds03/canonical_results.csv,,3,,confirmatory
E010803,DS03 confirmation,pca,-1,primary,0.005,engine_12,canonical,overall_fpr,"Healthy audit rows alarmed / all healthy audit rows, pooled or within engine as indicated.",0.0037506433350488933,fraction,,,,,,results/confirmation_ds03/canonical_results.csv,,4,,confirmatory
E010804,DS03 confirmation,pca,-1,primary,0.005,engine_12,canonical,climb_fpr,Healthy climb audit rows alarmed / healthy climb audit rows.,0.0010446960499195302,fraction,,,,,,results/confirmation_ds03/canonical_results.csv,,4,,confirmatory
E010805,DS03 confirmation,pca,-1,primary,0.005,engine_12,canonical,cruise_fpr,Healthy cruise audit rows alarmed / healthy cruise audit rows.,0.0031978263141394085,fraction,,,,,,results/confirmation_ds03/canonical_results.csv,,4,,confirmatory
E010806,DS03 confirmation,pca,-1,primary,0.005,engine_12,canonical,descent_fpr,Healthy descent audit rows alarmed / healthy descent audit rows.,0.005444872398791875,fraction,,,,,,results/confirmation_ds03/canonical_results.csv,,4,,confirmatory
E010807,DS03 confirmation,pca,-1,primary,0.005,engine_12,canonical,descent_minus_climb,Descent healthy row-FPR minus climb healthy row-FPR; percentage-point difference when multiplied by 100.,0.004400176348872345,fraction difference,,,,,,results/confirmation_ds03/canonical_results.csv,,4,,confirmatory
E010808,DS03 confirmation,pca,-1,primary,0.005,engine_12,canonical,descent_minus_cruise,Descent healthy row-FPR minus cruise healthy row-FPR; percentage-point difference when multiplied by 100.,0.002247046084652467,fraction difference,,,,,,results/confirmation_ds03/canonical_results.csv,,4,,confirmatory
E010809,DS03 confirmation,pca,-1,primary,0.005,engine_12,canonical,worst_cross_phase_transfer_fpr,Maximum audit healthy row-FPR among off-diagonal calibration-phase to audit-phase threshold transfers.,0.011831860123583364,fraction,,,,,,results/confirmation_ds03/canonical_results.csv,,4,,confirmatory
E010810,DS03 confirmation,pca,-1,primary,0.005,engine_12,canonical,healthy_flights_with_alarm_climb,Fraction of healthy flights with at least one climb-phase false alarm.,0.6388888888888888,fraction,,,,,,results/confirmation_ds03/canonical_results.csv,,4,,confirmatory
E010811,DS03 confirmation,pca,-1,primary,0.005,engine_12,canonical,false_alarm_events_per_healthy_flight_climb,Mean number of contiguous climb-phase false-alarm events per healthy flight.,0.9722222222222222,events per healthy flight,,,,,,results/confirmation_ds03/canonical_results.csv,,4,,confirmatory
E010812,DS03 confirmation,pca,-1,primary,0.005,engine_12,canonical,healthy_flights_with_alarm_cruise,Fraction of healthy flights with at least one cruise-phase false alarm.,0.6388888888888888,fraction,,,,,,results/confirmation_ds03/canonical_results.csv,,4,,confirmatory
E010813,DS03 confirmation,pca,-1,primary,0.005,engine_12,canonical,false_alarm_events_per_healthy_flight_cruise,Mean number of contiguous cruise-phase false-alarm events per healthy flight.,3.2777777777777777,events per healthy flight,,,,,,results/confirmation_ds03/canonical_results.csv,,4,,confirmatory
E010814,DS03 confirmation,pca,-1,primary,0.005,engine_12,canonical,healthy_flights_with_alarm_descent,Fraction of healthy flights with at least one descent-phase false alarm.,0.9722222222222222,fraction,,,,,,results/confirmation_ds03/canonical_results.csv,,4,,confirmatory
E010815,DS03 confirmation,pca,-1,primary,0.005,engine_12,canonical,false_alarm_events_per_healthy_flight_descent,Mean number of contiguous descent-phase false-alarm events per healthy flight.,8.86111111111111,events per healthy flight,,,,,,results/confirmation_ds03/canonical_results.csv,,4,,confirmatory
E010816,DS03 confirmation,pca,-1,primary,0.005,engine_13,canonical,overall_fpr,"Healthy audit rows alarmed / all healthy audit rows, pooled or within engine as indicated.",0.009099108764150305,fraction,,,,,,results/confirmation_ds03/canonical_results.csv,,5,,confirmatory
E010817,DS03 confirmation,pca,-1,primary,0.005,engine_13,canonical,climb_fpr,Healthy climb audit rows alarmed / healthy climb audit rows.,0.005994913406806346,fraction,,,,,,results/confirmation_ds03/canonical_results.csv,,5,,confirmatory
E010818,DS03 confirmation,pca,-1,primary,0.005,engine_13,canonical,cruise_fpr,Healthy cruise audit rows alarmed / healthy cruise audit rows.,0.003435410586974992,fraction,,,,,,results/confirmation_ds03/canonical_results.csv,,5,,confirmatory
E010819,DS03 confirmation,pca,-1,primary,0.005,engine_13,canonical,descent_fpr,Healthy descent audit rows alarmed / healthy descent audit rows.,0.015468755986360676,fraction,,,,,,results/confirmation_ds03/canonical_results.csv,,5,,confirmatory
E010820,DS03 confirmation,pca,-1,primary,0.005,engine_13,canonical,descent_minus_climb,Descent healthy row-FPR minus climb healthy row-FPR; percentage-point difference when multiplied by 100.,0.009473842579554331,fraction difference,,,,,,results/confirmation_ds03/canonical_results.csv,,5,,confirmatory
E010821,DS03 confirmation,pca,-1,primary,0.005,engine_13,canonical,descent_minus_cruise,Descent healthy row-FPR minus cruise healthy row-FPR; percentage-point difference when multiplied by 100.,0.012033345399385685,fraction difference,,,,,,results/confirmation_ds03/canonical_results.csv,,5,,confirmatory
E010822,DS03 confirmation,pca,-1,primary,0.005,engine_13,canonical,worst_cross_phase_transfer_fpr,Maximum audit healthy row-FPR among off-diagonal calibration-phase to audit-phase threshold transfers.,0.024357304317842228,fraction,,,,,,results/confirmation_ds03/canonical_results.csv,,5,,confirmatory
E010823,DS03 confirmation,pca,-1,primary,0.005,engine_13,canonical,healthy_flights_with_alarm_climb,Fraction of healthy flights with at least one climb-phase false alarm.,0.5,fraction,,,,,,results/confirmation_ds03/canonical_results.csv,,5,,confirmatory
E010824,DS03 confirmation,pca,-1,primary,0.005,engine_13,canonical,false_alarm_events_per_healthy_flight_climb,Mean number of contiguous climb-phase false-alarm events per healthy flight.,8.444444444444445,events per healthy flight,,,,,,results/confirmation_ds03/canonical_results.csv,,5,,confirmatory
E010825,DS03 confirmation,pca,-1,primary,0.005,engine_13,canonical,healthy_flights_with_alarm_cruise,Fraction of healthy flights with at least one cruise-phase false alarm.,0.7777777777777778,fraction,,,,,,results/confirmation_ds03/canonical_results.csv,,5,,confirmatory
E010826,DS03 confirmation,pca,-1,primary,0.005,engine_13,canonical,false_alarm_events_per_healthy_flight_cruise,Mean number of contiguous cruise-phase false-alarm events per healthy flight.,5.055555555555555,events per healthy flight,,,,,,results/confirmation_ds03/canonical_results.csv,,5,,confirmatory
E010827,DS03 confirmation,pca,-1,primary,0.005,engine_13,canonical,healthy_flights_with_alarm_descent,Fraction of healthy flights with at least one descent-phase false alarm.,1.0,fraction,,,,,,results/confirmation_ds03/canonical_results.csv,,5,,confirmatory
E010828,DS03 confirmation,pca,-1,primary,0.005,engine_13,canonical,false_alarm_events_per_healthy_flight_descent,Mean number of contiguous descent-phase false-alarm events per healthy flight.,28.77777777777778,events per healthy flight,,,,,,results/confirmation_ds03/canonical_results.csv,,5,,confirmatory
E010829,DS03 confirmation,pca,-1,primary,0.005,engine_14,canonical,overall_fpr,"Healthy audit rows alarmed / all healthy audit rows, pooled or within engine as indicated.",0.004430351984258778,fraction,,,,,,results/confirmation_ds03/canonical_results.csv,,6,,confirmatory
E010830,DS03 confirmation,pca,-1,primary,0.005,engine_14,canonical,climb_fpr,Healthy climb audit rows alarmed / healthy climb audit rows.,0.002490174312201854,fraction,,,,,,results/confirmation_ds03/canonical_results.csv,,6,,confirmatory
E010831,DS03 confirmation,pca,-1,primary,0.005,engine_14,canonical,cruise_fpr,Healthy cruise audit rows alarmed / healthy cruise audit rows.,0.00366188587122368,fraction,,,,,,results/confirmation_ds03/canonical_results.csv,,6,,confirmatory
E010832,DS03 confirmation,pca,-1,primary,0.005,engine_14,canonical,descent_fpr,Healthy descent audit rows alarmed / healthy descent audit rows.,0.005852231163130944,fraction,,,,,,results/confirmation_ds03/canonical_results.csv,,6,,confirmatory
E010833,DS03 confirmation,pca,-1,primary,0.005,engine_14,canonical,descent_minus_climb,Descent healthy row-FPR minus climb healthy row-FPR; percentage-point difference when multiplied by 100.,0.0033620568509290898,fraction difference,,,,,,results/confirmation_ds03/canonical_results.csv,,6,,confirmatory
E010834,DS03 confirmation,pca,-1,primary,0.005,engine_14,canonical,descent_minus_cruise,Descent healthy row-FPR minus cruise healthy row-FPR; percentage-point difference when multiplied by 100.,0.0021903452919072638,fraction difference,,,,,,results/confirmation_ds03/canonical_results.csv,,6,,confirmatory
E010835,DS03 confirmation,pca,-1,primary,0.005,engine_14,canonical,worst_cross_phase_transfer_fpr,Maximum audit healthy row-FPR among off-diagonal calibration-phase to audit-phase threshold transfers.,0.017055460727735783,fraction,,,,,,results/confirmation_ds03/canonical_results.csv,,6,,confirmatory
E010836,DS03 confirmation,pca,-1,primary,0.005,engine_14,canonical,healthy_flights_with_alarm_climb,Fraction of healthy flights with at least one climb-phase false alarm.,0.5714285714285714,fraction,,,,,,results/confirmation_ds03/canonical_results.csv,,6,,confirmatory
E010837,DS03 confirmation,pca,-1,primary,0.005,engine_14,canonical,false_alarm_events_per_healthy_flight_climb,Mean number of contiguous climb-phase false-alarm events per healthy flight.,1.1142857142857143,events per healthy flight,,,,,,results/confirmation_ds03/canonical_results.csv,,6,,confirmatory
E010838,DS03 confirmation,pca,-1,primary,0.005,engine_14,canonical,healthy_flights_with_alarm_cruise,Fraction of healthy flights with at least one cruise-phase false alarm.,0.4857142857142857,fraction,,,,,,results/confirmation_ds03/canonical_results.csv,,6,,confirmatory
E010839,DS03 confirmation,pca,-1,primary,0.005,engine_14,canonical,false_alarm_events_per_healthy_flight_cruise,Mean number of contiguous cruise-phase false-alarm events per healthy flight.,4.4,events per healthy flight,,,,,,results/confirmation_ds03/canonical_results.csv,,6,,confirmatory
E010840,DS03 confirmation,pca,-1,primary,0.005,engine_14,canonical,healthy_flights_with_alarm_descent,Fraction of healthy flights with at least one descent-phase false alarm.,1.0,fraction,,,,,,results/confirmation_ds03/canonical_results.csv,,6,,confirmatory
E010841,DS03 confirmation,pca,-1,primary,0.005,engine_14,canonical,false_alarm_events_per_healthy_flight_descent,Mean number of contiguous descent-phase false-alarm events per healthy flight.,10.314285714285715,events per healthy flight,,,,,,results/confirmation_ds03/canonical_results.csv,,6,,confirmatory
E010842,DS03 confirmation,pca,-1,primary,0.005,engine_15,canonical,overall_fpr,"Healthy audit rows alarmed / all healthy audit rows, pooled or within engine as indicated.",0.008500437929285945,fraction,,,,,,results/confirmation_ds03/canonical_results.csv,,7,,confirmatory
E010843,DS03 confirmation,pca,-1,primary,0.005,engine_15,canonical,climb_fpr,Healthy climb audit rows alarmed / healthy climb audit rows.,0.007100555021549719,fraction,,,,,,results/confirmation_ds03/canonical_results.csv,,7,,confirmatory
E010844,DS03 confirmation,pca,-1,primary,0.005,engine_15,canonical,cruise_fpr,Healthy cruise audit rows alarmed / healthy cruise audit rows.,0.006500594665928086,fraction,,,,,,results/confirmation_ds03/canonical_results.csv,,7,,confirmatory
E010845,DS03 confirmation,pca,-1,primary,0.005,engine_15,canonical,descent_fpr,Healthy descent audit rows alarmed / healthy descent audit rows.,0.010840316752517875,fraction,,,,,,results/confirmation_ds03/canonical_results.csv,,7,,confirmatory
E010846,DS03 confirmation,pca,-1,primary,0.005,engine_15,canonical,descent_minus_climb,Descent healthy row-FPR minus climb healthy row-FPR; percentage-point difference when multiplied by 100.,0.003739761730968156,fraction difference,,,,,,results/confirmation_ds03/canonical_results.csv,,7,,confirmatory
E010847,DS03 confirmation,pca,-1,primary,0.005,engine_15,canonical,descent_minus_cruise,Descent healthy row-FPR minus cruise healthy row-FPR; percentage-point difference when multiplied by 100.,0.004339722086589789,fraction difference,,,,,,results/confirmation_ds03/canonical_results.csv,,7,,confirmatory
E010848,DS03 confirmation,pca,-1,primary,0.005,engine_15,canonical,worst_cross_phase_transfer_fpr,Maximum audit healthy row-FPR among off-diagonal calibration-phase to audit-phase threshold transfers.,0.024613120407692562,fraction,,,,,,results/confirmation_ds03/canonical_results.csv,,7,,confirmatory
E010849,DS03 confirmation,pca,-1,primary,0.005,engine_15,canonical,healthy_flights_with_alarm_climb,Fraction of healthy flights with at least one climb-phase false alarm.,0.4166666666666667,fraction,,,,,,results/confirmation_ds03/canonical_results.csv,,7,,confirmatory
E010850,DS03 confirmation,pca,-1,primary,0.005,engine_15,canonical,false_alarm_events_per_healthy_flight_climb,Mean number of contiguous climb-phase false-alarm events per healthy flight.,4.666666666666667,events per healthy flight,,,,,,results/confirmation_ds03/canonical_results.csv,,7,,confirmatory
E010851,DS03 confirmation,pca,-1,primary,0.005,engine_15,canonical,healthy_flights_with_alarm_cruise,Fraction of healthy flights with at least one cruise-phase false alarm.,0.5416666666666666,fraction,,,,,,results/confirmation_ds03/canonical_results.csv,,7,,confirmatory
E010852,DS03 confirmation,pca,-1,primary,0.005,engine_15,canonical,false_alarm_events_per_healthy_flight_cruise,Mean number of contiguous cruise-phase false-alarm events per healthy flight.,5.958333333333333,events per healthy flight,,,,,,results/confirmation_ds03/canonical_results.csv,,7,,confirmatory
E010853,DS03 confirmation,pca,-1,primary,0.005,engine_15,canonical,healthy_flights_with_alarm_descent,Fraction of healthy flights with at least one descent-phase false alarm.,1.0,fraction,,,,,,results/confirmation_ds03/canonical_results.csv,,7,,confirmatory
E010854,DS03 confirmation,pca,-1,primary,0.005,engine_15,canonical,false_alarm_events_per_healthy_flight_descent,Mean number of contiguous descent-phase false-alarm events per healthy flight.,15.708333333333334,events per healthy flight,,,,,,results/confirmation_ds03/canonical_results.csv,,7,,confirmatory
E010855,DS03 confirmation,pca,-1,primary,0.005,pooled,canonical,overall_fpr,"Healthy audit rows alarmed / all healthy audit rows, pooled or within engine as indicated.",0.007903889690031274,fraction,,,,,,results/confirmation_ds03/canonical_results.csv,,8,,confirmatory
E010856,DS03 confirmation,pca,-1,primary,0.005,pooled,canonical,climb_fpr,Healthy climb audit rows alarmed / healthy climb audit rows.,0.005272294734134894,fraction,,,,,,results/confirmation_ds03/canonical_results.csv,,8,,confirmatory
E010857,DS03 confirmation,pca,-1,primary,0.005,pooled,canonical,cruise_fpr,Healthy cruise audit rows alarmed / healthy cruise audit rows.,0.005522431152927805,fraction,,,,,,results/confirmation_ds03/canonical_results.csv,,8,,confirmatory
E010858,DS03 confirmation,pca,-1,primary,0.005,pooled,canonical,descent_fpr,Healthy descent audit rows alarmed / healthy descent audit rows.,0.01147529266604472,fraction,,,,,,results/confirmation_ds03/canonical_results.csv,,8,,confirmatory
E010859,DS03 confirmation,pca,-1,primary,0.005,pooled,canonical,descent_minus_climb,Descent healthy row-FPR minus climb healthy row-FPR; percentage-point difference when multiplied by 100.,0.006202997931909825,fraction difference,,,,,,results/confirmation_ds03/canonical_results.csv,,8,,confirmatory
E010860,DS03 confirmation,pca,-1,primary,0.005,pooled,canonical,descent_minus_cruise,Descent healthy row-FPR minus cruise healthy row-FPR; percentage-point difference when multiplied by 100.,0.005952861513116914,fraction difference,,,,,,results/confirmation_ds03/canonical_results.csv,,8,,confirmatory
E010861,DS03 confirmation,pca,-1,primary,0.005,pooled,canonical,worst_cross_phase_transfer_fpr,Maximum audit healthy row-FPR among off-diagonal calibration-phase to audit-phase threshold transfers.,0.021978166661650967,fraction,,,,,,results/confirmation_ds03/canonical_results.csv,,8,,confirmatory
E010862,DS03 confirmation,pca,-1,primary,0.005,pooled,canonical,healthy_flights_with_alarm_climb,Fraction of healthy flights with at least one climb-phase false alarm.,0.527027027027027,fraction,,,,,,results/confirmation_ds03/canonical_results.csv,,8,,confirmatory
E010863,DS03 confirmation,pca,-1,primary,0.005,pooled,canonical,false_alarm_events_per_healthy_flight_climb,Mean number of contiguous climb-phase false-alarm events per healthy flight.,3.3445945945945947,events per healthy flight,,,,,,results/confirmation_ds03/canonical_results.csv,,8,,confirmatory
E010864,DS03 confirmation,pca,-1,primary,0.005,pooled,canonical,healthy_flights_with_alarm_cruise,Fraction of healthy flights with at least one cruise-phase false alarm.,0.668918918918919,fraction,,,,,,results/confirmation_ds03/canonical_results.csv,,8,,confirmatory
E010865,DS03 confirmation,pca,-1,primary,0.005,pooled,canonical,false_alarm_events_per_healthy_flight_cruise,Mean number of contiguous cruise-phase false-alarm events per healthy flight.,6.513513513513513,events per healthy flight,,,,,,results/confirmation_ds03/canonical_results.csv,,8,,confirmatory
E010866,DS03 confirmation,pca,-1,primary,0.005,pooled,canonical,healthy_flights_with_alarm_descent,Fraction of healthy flights with at least one descent-phase false alarm.,0.9932432432432432,fraction,,,,,,results/confirmation_ds03/canonical_results.csv,,8,,confirmatory
E010867,DS03 confirmation,pca,-1,primary,0.005,pooled,canonical,false_alarm_events_per_healthy_flight_descent,Mean number of contiguous descent-phase false-alarm events per healthy flight.,18.16891891891892,events per healthy flight,,,,,,results/confirmation_ds03/canonical_results.csv,,8,,confirmatory
E010868,DS03 confirmation,pca,-1,primary,0.01,engine_10,canonical,overall_fpr,"Healthy audit rows alarmed / all healthy audit rows, pooled or within engine as indicated.",0.016866254682847172,fraction,,,,,,results/confirmation_ds03/canonical_results.csv,,9,,confirmatory
E010869,DS03 confirmation,pca,-1,primary,0.01,engine_10,canonical,climb_fpr,Healthy climb audit rows alarmed / healthy climb audit rows.,0.012580685592529924,fraction,,,,,,results/confirmation_ds03/canonical_results.csv,,9,,confirmatory
E010870,DS03 confirmation,pca,-1,primary,0.01,engine_10,canonical,cruise_fpr,Healthy cruise audit rows alarmed / healthy cruise audit rows.,0.012470976350322018,fraction,,,,,,results/confirmation_ds03/canonical_results.csv,,9,,confirmatory
E010871,DS03 confirmation,pca,-1,primary,0.01,engine_10,canonical,descent_fpr,Healthy descent audit rows alarmed / healthy descent audit rows.,0.02448287629762547,fraction,,,,,,results/confirmation_ds03/canonical_results.csv,,9,,confirmatory
E010872,DS03 confirmation,pca,-1,primary,0.01,engine_10,canonical,descent_minus_climb,Descent healthy row-FPR minus climb healthy row-FPR; percentage-point difference when multiplied by 100.,0.011902190705095546,fraction difference,,,,,,results/confirmation_ds03/canonical_results.csv,,9,,confirmatory
E010873,DS03 confirmation,pca,-1,primary,0.01,engine_10,canonical,descent_minus_cruise,Descent healthy row-FPR minus cruise healthy row-FPR; percentage-point difference when multiplied by 100.,0.012011899947303452,fraction difference,,,,,,results/confirmation_ds03/canonical_results.csv,,9,,confirmatory
E010874,DS03 confirmation,pca,-1,primary,0.01,engine_10,canonical,worst_cross_phase_transfer_fpr,Maximum audit healthy row-FPR among off-diagonal calibration-phase to audit-phase threshold transfers.,0.0791950593907903,fraction,,,,,,results/confirmation_ds03/canonical_results.csv,,9,,confirmatory
E010875,DS03 confirmation,pca,-1,primary,0.01,engine_10,canonical,healthy_flights_with_alarm_climb,Fraction of healthy flights with at least one climb-phase false alarm.,0.7647058823529411,fraction,,,,,,results/confirmation_ds03/canonical_results.csv,,9,,confirmatory
E010876,DS03 confirmation,pca,-1,primary,0.01,engine_10,canonical,false_alarm_events_per_healthy_flight_climb,Mean number of contiguous climb-phase false-alarm events per healthy flight.,7.764705882352941,events per healthy flight,,,,,,results/confirmation_ds03/canonical_results.csv,,9,,confirmatory
E010877,DS03 confirmation,pca,-1,primary,0.01,engine_10,canonical,healthy_flights_with_alarm_cruise,Fraction of healthy flights with at least one cruise-phase false alarm.,0.8823529411764706,fraction,,,,,,results/confirmation_ds03/canonical_results.csv,,9,,confirmatory
E010878,DS03 confirmation,pca,-1,primary,0.01,engine_10,canonical,false_alarm_events_per_healthy_flight_cruise,Mean number of contiguous cruise-phase false-alarm events per healthy flight.,17.823529411764707,events per healthy flight,,,,,,results/confirmation_ds03/canonical_results.csv,,9,,confirmatory
E010879,DS03 confirmation,pca,-1,primary,0.01,engine_10,canonical,healthy_flights_with_alarm_descent,Fraction of healthy flights with at least one descent-phase false alarm.,1.0,fraction,,,,,,results/confirmation_ds03/canonical_results.csv,,9,,confirmatory
E010880,DS03 confirmation,pca,-1,primary,0.01,engine_10,canonical,false_alarm_events_per_healthy_flight_descent,Mean number of contiguous descent-phase false-alarm events per healthy flight.,49.0,events per healthy flight,,,,,,results/confirmation_ds03/canonical_results.csv,,9,,confirmatory
E010881,DS03 confirmation,pca,-1,primary,0.01,engine_11,canonical,overall_fpr,"Healthy audit rows alarmed / all healthy audit rows, pooled or within engine as indicated.",0.01250349339795641,fraction,,,,,,results/confirmation_ds03/canonical_results.csv,,10,,confirmatory
E010882,DS03 confirmation,pca,-1,primary,0.01,engine_11,canonical,climb_fpr,Healthy climb audit rows alarmed / healthy climb audit rows.,0.0038280376187400556,fraction,,,,,,results/confirmation_ds03/canonical_results.csv,,10,,confirmatory
E010883,DS03 confirmation,pca,-1,primary,0.01,engine_11,canonical,cruise_fpr,Healthy cruise audit rows alarmed / healthy cruise audit rows.,0.008784773060029283,fraction,,,,,,results/confirmation_ds03/canonical_results.csv,,10,,confirmatory
E010884,DS03 confirmation,pca,-1,primary,0.01,engine_11,canonical,descent_fpr,Healthy descent audit rows alarmed / healthy descent audit rows.,0.021725567541458702,fraction,,,,,,results/confirmation_ds03/canonical_results.csv,,10,,confirmatory
E010885,DS03 confirmation,pca,-1,primary,0.01,engine_11,canonical,descent_minus_climb,Descent healthy row-FPR minus climb healthy row-FPR; percentage-point difference when multiplied by 100.,0.017897529922718647,fraction difference,,,,,,results/confirmation_ds03/canonical_results.csv,,10,,confirmatory
E010886,DS03 confirmation,pca,-1,primary,0.01,engine_11,canonical,descent_minus_cruise,Descent healthy row-FPR minus cruise healthy row-FPR; percentage-point difference when multiplied by 100.,0.01294079448142942,fraction difference,,,,,,results/confirmation_ds03/canonical_results.csv,,10,,confirmatory
E010887,DS03 confirmation,pca,-1,primary,0.01,engine_11,canonical,worst_cross_phase_transfer_fpr,Maximum audit healthy row-FPR among off-diagonal calibration-phase to audit-phase threshold transfers.,0.06563959104814039,fraction,,,,,,results/confirmation_ds03/canonical_results.csv,,10,,confirmatory
E010888,DS03 confirmation,pca,-1,primary,0.01,engine_11,canonical,healthy_flights_with_alarm_climb,Fraction of healthy flights with at least one climb-phase false alarm.,0.5555555555555556,fraction,,,,,,results/confirmation_ds03/canonical_results.csv,,10,,confirmatory
E010889,DS03 confirmation,pca,-1,primary,0.01,engine_11,canonical,false_alarm_events_per_healthy_flight_climb,Mean number of contiguous climb-phase false-alarm events per healthy flight.,2.7222222222222223,events per healthy flight,,,,,,results/confirmation_ds03/canonical_results.csv,,10,,confirmatory
