manuscript_key,selection_group,dataset,detector,correction,seed_or_aggregation,phase_rule,nominal_fpr_target,evaluation_unit,metric,metric_definition,exact_value,display_rounded_value,units,ci_lower_95_exact,ci_upper_95_exact,ci_display_rounded,ci_method,evidence_id,original_source_csv,original_source_rows,exploratory_or_confirmatory
D03-IF-S0-descent_minus_cruise,individual-seed bootstrap support,DS03 confirmation,isolation_forest,history,0,primary,0.01,pooled,descent_minus_cruise,Descent healthy row-FPR minus cruise healthy row-FPR; percentage-point difference when multiplied by 100.,0.01071167596167013,+1.071 pp,fraction difference,0.004038358914048921,0.01993973156877138,"[+0.404 pp, +1.994 pp]",hierarchical engine-then-flight bootstrap; threshold re-estimated; 2000 replicates,E011224,results/confirmation_ds03/canonical_results.csv,36,confirmatory
D03-IF-S0-worst_cross_phase_transfer_fpr,individual-seed bootstrap support,DS03 confirmation,isolation_forest,history,0,primary,0.01,pooled,worst_cross_phase_transfer_fpr,Maximum audit healthy row-FPR among off-diagonal calibration-phase to audit-phase threshold transfers.,0.09194340786662253,9.194%,fraction,0.030147264221283554,0.2848114962687087,"[3.015%, 28.481%]",hierarchical engine-then-flight bootstrap; threshold re-estimated; 2000 replicates,E011225,results/confirmation_ds03/canonical_results.csv,36,confirmatory
D03-IF-S1-overall_fpr,individual-seed bootstrap support,DS03 confirmation,isolation_forest,history,1,primary,0.01,pooled,overall_fpr,"Healthy audit rows alarmed / all healthy audit rows, pooled or within engine as indicated.",0.013315269653713392,1.332%,fraction,0.008466556559617587,0.019734409796369933,"[0.847%, 1.973%]",hierarchical engine-then-flight bootstrap; threshold re-estimated; 2000 replicates,E011492,results/confirmation_ds03/canonical_results.csv,57,confirmatory
D03-IF-S1-climb_fpr,individual-seed bootstrap support,DS03 confirmation,isolation_forest,history,1,primary,0.01,pooled,climb_fpr,Healthy climb audit rows alarmed / healthy climb audit rows.,0.00399249264419971,0.399%,fraction,0.002246756807691871,0.006518973281150404,"[0.225%, 0.652%]",hierarchical engine-then-flight bootstrap; threshold re-estimated; 2000 replicates,E011493,results/confirmation_ds03/canonical_results.csv,57,confirmatory
D03-IF-S1-cruise_fpr,individual-seed bootstrap support,DS03 confirmation,isolation_forest,history,1,primary,0.01,pooled,cruise_fpr,Healthy cruise audit rows alarmed / healthy cruise audit rows.,0.010600318055370966,1.060%,fraction,0.006348013562123714,0.016386537696479853,"[0.635%, 1.639%]",hierarchical engine-then-flight bootstrap; threshold re-estimated; 2000 replicates,E011494,results/confirmation_ds03/canonical_results.csv,57,confirmatory
D03-IF-S1-descent_fpr,individual-seed bootstrap support,DS03 confirmation,isolation_forest,history,1,primary,0.01,pooled,descent_fpr,Healthy descent audit rows alarmed / healthy descent audit rows.,0.02127095308315026,2.127%,fraction,0.012671497809711593,0.033197877224181604,"[1.267%, 3.320%]",hierarchical engine-then-flight bootstrap; threshold re-estimated; 2000 replicates,E011495,results/confirmation_ds03/canonical_results.csv,57,confirmatory
D03-IF-S1-descent_minus_climb,individual-seed bootstrap support,DS03 confirmation,isolation_forest,history,1,primary,0.01,pooled,descent_minus_climb,Descent healthy row-FPR minus climb healthy row-FPR; percentage-point difference when multiplied by 100.,0.01727846043895055,+1.728 pp,fraction difference,0.008907228424133539,0.028329793294502966,"[+0.891 pp, +2.833 pp]",hierarchical engine-then-flight bootstrap; threshold re-estimated; 2000 replicates,E011496,results/confirmation_ds03/canonical_results.csv,57,confirmatory
D03-IF-S1-descent_minus_cruise,individual-seed bootstrap support,DS03 confirmation,isolation_forest,history,1,primary,0.01,pooled,descent_minus_cruise,Descent healthy row-FPR minus cruise healthy row-FPR; percentage-point difference when multiplied by 100.,0.010670635027779294,+1.067 pp,fraction difference,0.004256141442622302,0.0197642744021905,"[+0.426 pp, +1.976 pp]",hierarchical engine-then-flight bootstrap; threshold re-estimated; 2000 replicates,E011497,results/confirmation_ds03/canonical_results.csv,57,confirmatory
D03-IF-S1-worst_cross_phase_transfer_fpr,individual-seed bootstrap support,DS03 confirmation,isolation_forest,history,1,primary,0.01,pooled,worst_cross_phase_transfer_fpr,Maximum audit healthy row-FPR among off-diagonal calibration-phase to audit-phase threshold transfers.,0.09438479942219145,9.438%,fraction,0.03159652854996248,0.28795590070748794,"[3.160%, 28.796%]",hierarchical engine-then-flight bootstrap; threshold re-estimated; 2000 replicates,E011498,results/confirmation_ds03/canonical_results.csv,57,confirmatory
D03-IF-S2-overall_fpr,individual-seed bootstrap support,DS03 confirmation,isolation_forest,history,2,primary,0.01,pooled,overall_fpr,"Healthy audit rows alarmed / all healthy audit rows, pooled or within engine as indicated.",0.013703010553195038,1.370%,fraction,0.0083087826041034,0.02056403064281244,"[0.831%, 2.056%]",hierarchical engine-then-flight bootstrap; threshold re-estimated; 2000 replicates,E011765,results/confirmation_ds03/canonical_results.csv,78,confirmatory
D03-IF-S2-climb_fpr,individual-seed bootstrap support,DS03 confirmation,isolation_forest,history,2,primary,0.01,pooled,climb_fpr,Healthy climb audit rows alarmed / healthy climb audit rows.,0.004118023471202922,0.412%,fraction,0.0023270716626201983,0.006902534792120325,"[0.233%, 0.690%]",hierarchical engine-then-flight bootstrap; threshold re-estimated; 2000 replicates,E011766,results/confirmation_ds03/canonical_results.csv,78,confirmatory
D03-IF-S2-cruise_fpr,individual-seed bootstrap support,DS03 confirmation,isolation_forest,history,2,primary,0.01,pooled,cruise_fpr,Healthy cruise audit rows alarmed / healthy cruise audit rows.,0.011574190769061554,1.157%,fraction,0.006526615568573557,0.0178458327059681,"[0.653%, 1.785%]",hierarchical engine-then-flight bootstrap; threshold re-estimated; 2000 replicates,E011767,results/confirmation_ds03/canonical_results.csv,78,confirmatory
D03-IF-S2-descent_fpr,individual-seed bootstrap support,DS03 confirmation,isolation_forest,history,2,primary,0.01,pooled,descent_fpr,Healthy descent audit rows alarmed / healthy descent audit rows.,0.02133866502151735,2.134%,fraction,0.012295731775397629,0.0333168115680922,"[1.230%, 3.332%]",hierarchical engine-then-flight bootstrap; threshold re-estimated; 2000 replicates,E011768,results/confirmation_ds03/canonical_results.csv,78,confirmatory
D03-IF-S2-descent_minus_climb,individual-seed bootstrap support,DS03 confirmation,isolation_forest,history,2,primary,0.01,pooled,descent_minus_climb,Descent healthy row-FPR minus climb healthy row-FPR; percentage-point difference when multiplied by 100.,0.017220641550314428,+1.722 pp,fraction difference,0.00871425447461691,0.02772223405467901,"[+0.871 pp, +2.772 pp]",hierarchical engine-then-flight bootstrap; threshold re-estimated; 2000 replicates,E011769,results/confirmation_ds03/canonical_results.csv,78,confirmatory
D03-IF-S2-descent_minus_cruise,individual-seed bootstrap support,DS03 confirmation,isolation_forest,history,2,primary,0.01,pooled,descent_minus_cruise,Descent healthy row-FPR minus cruise healthy row-FPR; percentage-point difference when multiplied by 100.,0.009764474252455796,+0.976 pp,fraction difference,0.003467236620204281,0.018618125075398846,"[+0.347 pp, +1.862 pp]",hierarchical engine-then-flight bootstrap; threshold re-estimated; 2000 replicates,E011770,results/confirmation_ds03/canonical_results.csv,78,confirmatory
D03-IF-S2-worst_cross_phase_transfer_fpr,individual-seed bootstrap support,DS03 confirmation,isolation_forest,history,2,primary,0.01,pooled,worst_cross_phase_transfer_fpr,Maximum audit healthy row-FPR among off-diagonal calibration-phase to audit-phase threshold transfers.,0.09524812663637185,9.525%,fraction,0.02756236960842936,0.30239699281873106,"[2.756%, 30.240%]",hierarchical engine-then-flight bootstrap; threshold re-estimated; 2000 replicates,E011771,results/confirmation_ds03/canonical_results.csv,78,confirmatory
D03-LSTM-S0-overall_fpr,individual-seed bootstrap support,DS03 confirmation,lstm_autoencoder,history,0,primary,0.01,pooled,overall_fpr,"Healthy audit rows alarmed / all healthy audit rows, pooled or within engine as indicated.",0.01712857009343629,1.713%,fraction,0.009822512286292098,0.02915606075091781,"[0.982%, 2.916%]",hierarchical engine-then-flight bootstrap; threshold re-estimated; 2000 replicates,E012038,results/confirmation_ds03/canonical_results.csv,99,confirmatory
D03-LSTM-S0-climb_fpr,individual-seed bootstrap support,DS03 confirmation,lstm_autoencoder,history,0,primary,0.01,pooled,climb_fpr,Healthy climb audit rows alarmed / healthy climb audit rows.,0.00759308416995037,0.759%,fraction,0.004486109679610486,0.01329718109191263,"[0.449%, 1.330%]",hierarchical engine-then-flight bootstrap; threshold re-estimated; 2000 replicates,E012039,results/confirmation_ds03/canonical_results.csv,99,confirmatory
D03-LSTM-S0-cruise_fpr,individual-seed bootstrap support,DS03 confirmation,lstm_autoencoder,history,0,primary,0.01,pooled,cruise_fpr,Healthy cruise audit rows alarmed / healthy cruise audit rows.,0.017953629910037076,1.795%,fraction,0.008762095614680467,0.03353706557696835,"[0.876%, 3.354%]",hierarchical engine-then-flight bootstrap; threshold re-estimated; 2000 replicates,E012040,results/confirmation_ds03/canonical_results.csv,99,confirmatory
D03-LSTM-S0-descent_fpr,individual-seed bootstrap support,DS03 confirmation,lstm_autoencoder,history,0,primary,0.01,pooled,descent_fpr,Healthy descent audit rows alarmed / healthy descent audit rows.,0.02230920280477896,2.231%,fraction,0.012304697907388328,0.03900236291292908,"[1.230%, 3.900%]",hierarchical engine-then-flight bootstrap; threshold re-estimated; 2000 replicates,E012041,results/confirmation_ds03/canonical_results.csv,99,confirmatory
D03-LSTM-S0-descent_minus_climb,individual-seed bootstrap support,DS03 confirmation,lstm_autoencoder,history,0,primary,0.01,pooled,descent_minus_climb,Descent healthy row-FPR minus climb healthy row-FPR; percentage-point difference when multiplied by 100.,0.01471611863482859,+1.472 pp,fraction difference,0.005359273688454145,0.028695533292438322,"[+0.536 pp, +2.870 pp]",hierarchical engine-then-flight bootstrap; threshold re-estimated; 2000 replicates,E012042,results/confirmation_ds03/canonical_results.csv,99,confirmatory
D03-LSTM-S0-descent_minus_cruise,individual-seed bootstrap support,DS03 confirmation,lstm_autoencoder,history,0,primary,0.01,pooled,descent_minus_cruise,Descent healthy row-FPR minus cruise healthy row-FPR; percentage-point difference when multiplied by 100.,0.004355572894741883,+0.436 pp,fraction difference,-0.0022244415191092727,0.012008172975246251,"[-0.222 pp, +1.201 pp]",hierarchical engine-then-flight bootstrap; threshold re-estimated; 2000 replicates,E012043,results/confirmation_ds03/canonical_results.csv,99,confirmatory
D03-LSTM-S0-worst_cross_phase_transfer_fpr,individual-seed bootstrap support,DS03 confirmation,lstm_autoencoder,history,0,primary,0.01,pooled,worst_cross_phase_transfer_fpr,Maximum audit healthy row-FPR among off-diagonal calibration-phase to audit-phase threshold transfers.,0.051120632579975324,5.112%,fraction,0.026633780899283477,0.10567025264596203,"[2.663%, 10.567%]",hierarchical engine-then-flight bootstrap; threshold re-estimated; 2000 replicates,E012044,results/confirmation_ds03/canonical_results.csv,99,confirmatory
D03-LSTM-S1-overall_fpr,individual-seed bootstrap support,DS03 confirmation,lstm_autoencoder,history,1,primary,0.01,pooled,overall_fpr,"Healthy audit rows alarmed / all healthy audit rows, pooled or within engine as indicated.",0.01730467552188612,1.730%,fraction,0.009375711745841368,0.030382353867718995,"[0.938%, 3.038%]",hierarchical engine-then-flight bootstrap; threshold re-estimated; 2000 replicates,E012311,results/confirmation_ds03/canonical_results.csv,120,confirmatory
D03-LSTM-S1-climb_fpr,individual-seed bootstrap support,DS03 confirmation,lstm_autoencoder,history,1,primary,0.01,pooled,climb_fpr,Healthy climb audit rows alarmed / healthy climb audit rows.,0.0071919978690376685,0.719%,fraction,0.004078800137354215,0.012831122207453555,"[0.408%, 1.283%]",hierarchical engine-then-flight bootstrap; threshold re-estimated; 2000 replicates,E012312,results/confirmation_ds03/canonical_results.csv,120,confirmatory
D03-LSTM-S1-cruise_fpr,individual-seed bootstrap support,DS03 confirmation,lstm_autoencoder,history,1,primary,0.01,pooled,cruise_fpr,Healthy cruise audit rows alarmed / healthy cruise audit rows.,0.018904587971640827,1.890%,fraction,0.009076020756281214,0.03569346598450992,"[0.908%, 3.569%]",hierarchical engine-then-flight bootstrap; threshold re-estimated; 2000 replicates,E012313,results/confirmation_ds03/canonical_results.csv,120,confirmatory
D03-LSTM-S1-descent_fpr,individual-seed bootstrap support,DS03 confirmation,lstm_autoencoder,history,1,primary,0.01,pooled,descent_fpr,Healthy descent audit rows alarmed / healthy descent audit rows.,0.0222038731228746,2.220%,fraction,0.011634964717341323,0.04019754749559001,"[1.163%, 4.020%]",hierarchical engine-then-flight bootstrap; threshold re-estimated; 2000 replicates,E012314,results/confirmation_ds03/canonical_results.csv,120,confirmatory
D03-LSTM-S1-descent_minus_climb,individual-seed bootstrap support,DS03 confirmation,lstm_autoencoder,history,1,primary,0.01,pooled,descent_minus_climb,Descent healthy row-FPR minus climb healthy row-FPR; percentage-point difference when multiplied by 100.,0.01501187525383693,+1.501 pp,fraction difference,0.0051207474498406015,0.030217135533803296,"[+0.512 pp, +3.022 pp]",hierarchical engine-then-flight bootstrap; threshold re-estimated; 2000 replicates,E012315,results/confirmation_ds03/canonical_results.csv,120,confirmatory
D03-LSTM-S1-descent_minus_cruise,individual-seed bootstrap support,DS03 confirmation,lstm_autoencoder,history,1,primary,0.01,pooled,descent_minus_cruise,Descent healthy row-FPR minus cruise healthy row-FPR; percentage-point difference when multiplied by 100.,0.003299285151233771,+0.330 pp,fraction difference,-0.0027000604896187984,0.011575063839662832,"[-0.270 pp, +1.158 pp]",hierarchical engine-then-flight bootstrap; threshold re-estimated; 2000 replicates,E012316,results/confirmation_ds03/canonical_results.csv,120,confirmatory
D03-LSTM-S1-worst_cross_phase_transfer_fpr,individual-seed bootstrap support,DS03 confirmation,lstm_autoencoder,history,1,primary,0.01,pooled,worst_cross_phase_transfer_fpr,Maximum audit healthy row-FPR among off-diagonal calibration-phase to audit-phase threshold transfers.,0.05616893376267718,5.617%,fraction,0.026974955793358533,0.10875079606219773,"[2.697%, 10.875%]",hierarchical engine-then-flight bootstrap; threshold re-estimated; 2000 replicates,E012317,results/confirmation_ds03/canonical_results.csv,120,confirmatory
D03-LSTM-S2-overall_fpr,individual-seed bootstrap support,DS03 confirmation,lstm_autoencoder,history,2,primary,0.01,pooled,overall_fpr,"Healthy audit rows alarmed / all healthy audit rows, pooled or within engine as indicated.",0.017637576573034705,1.764%,fraction,0.008894513933691154,0.032622552338213706,"[0.889%, 3.262%]",hierarchical engine-then-flight bootstrap; threshold re-estimated; 2000 replicates,E012584,results/confirmation_ds03/canonical_results.csv,141,confirmatory
D03-LSTM-S2-climb_fpr,individual-seed bootstrap support,DS03 confirmation,lstm_autoencoder,history,2,primary,0.01,pooled,climb_fpr,Healthy climb audit rows alarmed / healthy climb audit rows.,0.00773698536188088,0.774%,fraction,0.004203446495052223,0.014511392233936708,"[0.420%, 1.451%]",hierarchical engine-then-flight bootstrap; threshold re-estimated; 2000 replicates,E012585,results/confirmation_ds03/canonical_results.csv,141,confirmatory
D03-LSTM-S2-cruise_fpr,individual-seed bootstrap support,DS03 confirmation,lstm_autoencoder,history,2,primary,0.01,pooled,cruise_fpr,Healthy cruise audit rows alarmed / healthy cruise audit rows.,0.019823465520323005,1.982%,fraction,0.008450456864486571,0.03992612277574381,"[0.845%, 3.993%]",hierarchical engine-then-flight bootstrap; threshold re-estimated; 2000 replicates,E012586,results/confirmation_ds03/canonical_results.csv,141,confirmatory
D03-LSTM-S2-descent_fpr,individual-seed bootstrap support,DS03 confirmation,lstm_autoencoder,history,2,primary,0.01,pooled,descent_fpr,Healthy descent audit rows alarmed / healthy descent audit rows.,0.021925501820698787,2.193%,fraction,0.010419544512928905,0.041736683655366855,"[1.042%, 4.174%]",hierarchical engine-then-flight bootstrap; threshold re-estimated; 2000 replicates,E012587,results/confirmation_ds03/canonical_results.csv,141,confirmatory
D03-LSTM-S2-descent_minus_climb,individual-seed bootstrap support,DS03 confirmation,lstm_autoencoder,history,2,primary,0.01,pooled,descent_minus_climb,Descent healthy row-FPR minus climb healthy row-FPR; percentage-point difference when multiplied by 100.,0.014188516458817906,+1.419 pp,fraction difference,0.0037902315514733676,0.030589005904957674,"[+0.379 pp, +3.059 pp]",hierarchical engine-then-flight bootstrap; threshold re-estimated; 2000 replicates,E012588,results/confirmation_ds03/canonical_results.csv,141,confirmatory
D03-LSTM-S2-descent_minus_cruise,individual-seed bootstrap support,DS03 confirmation,lstm_autoencoder,history,2,primary,0.01,pooled,descent_minus_cruise,Descent healthy row-FPR minus cruise healthy row-FPR; percentage-point difference when multiplied by 100.,0.0021020363003757814,+0.210 pp,fraction difference,-0.005818976466329913,0.01025440968126269,"[-0.582 pp, +1.025 pp]",hierarchical engine-then-flight bootstrap; threshold re-estimated; 2000 replicates,E012589,results/confirmation_ds03/canonical_results.csv,141,confirmatory
D03-LSTM-S2-worst_cross_phase_transfer_fpr,individual-seed bootstrap support,DS03 confirmation,lstm_autoencoder,history,2,primary,0.01,pooled,worst_cross_phase_transfer_fpr,Maximum audit healthy row-FPR among off-diagonal calibration-phase to audit-phase threshold transfers.,0.05194634205061843,5.195%,fraction,0.025508471706818032,0.1190760085436068,"[2.551%, 11.908%]",hierarchical engine-then-flight bootstrap; threshold re-estimated; 2000 replicates,E012590,results/confirmation_ds03/canonical_results.csv,141,confirmatory
D02-CORR-STATIC-overall_fpr,DS02 correction specification comparison,DS02 discovery,pca,static,-1,primary,0.01,pooled,overall_fpr,"Executed correction comparison (static); Healthy audit rows alarmed / all healthy audit rows, pooled or within engine as indicated.",0.012770339380254113,1.277%,fraction,,,,,E021488,results/phase3_dynamic_correction/correction_comparison.csv,2,exploratory
D02-CORR-STATIC-climb_fpr,DS02 correction specification comparison,DS02 discovery,pca,static,-1,primary,0.01,pooled,climb_fpr,Executed correction comparison (static); Healthy climb audit rows alarmed / healthy climb audit rows.,0.0014645883460613035,0.146%,fraction,,,,,E021489,results/phase3_dynamic_correction/correction_comparison.csv,2,exploratory
D02-CORR-STATIC-cruise_fpr,DS02 correction specification comparison,DS02 discovery,pca,static,-1,primary,0.01,pooled,cruise_fpr,Executed correction comparison (static); Healthy cruise audit rows alarmed / healthy cruise audit rows.,0.0058311896549735264,0.583%,fraction,,,,,E021490,results/phase3_dynamic_correction/correction_comparison.csv,2,exploratory
D02-CORR-STATIC-descent_fpr,DS02 correction specification comparison,DS02 discovery,pca,static,-1,primary,0.01,pooled,descent_fpr,Executed correction comparison (static); Healthy descent audit rows alarmed / healthy descent audit rows.,0.03000820536865549,3.001%,fraction,,,,,E021491,results/phase3_dynamic_correction/correction_comparison.csv,2,exploratory
D02-CORR-STATIC-descent_minus_climb,DS02 correction specification comparison,DS02 discovery,pca,static,-1,primary,0.01,pooled,descent_minus_climb,Derived from the executed correction comparison (static); Descent healthy row-FPR minus climb healthy row-FPR; percentage-point difference when multiplied by 100.,0.028543617022594187,+2.854 pp,fraction difference,,,,,E021498,results/phase3_dynamic_correction/correction_comparison.csv,2,exploratory
D02-CORR-STATIC-descent_minus_cruise,DS02 correction specification comparison,DS02 discovery,pca,static,-1,primary,0.01,pooled,descent_minus_cruise,Derived from the executed correction comparison (static); Descent healthy row-FPR minus cruise healthy row-FPR; percentage-point difference when multiplied by 100.,0.024177015713681964,+2.418 pp,fraction difference,,,,,E021499,results/phase3_dynamic_correction/correction_comparison.csv,2,exploratory
D02-CORR-STATIC-worst_cross_phase_transfer_fpr,DS02 correction specification comparison,DS02 discovery,pca,static,-1,primary,0.01,pooled,worst_cross_phase_transfer_fpr,Executed correction comparison (static); Maximum audit healthy row-FPR among off-diagonal calibration-phase to audit-phase threshold transfers.,0.14306301585222062,14.306%,fraction,,,,,E021493,results/phase3_dynamic_correction/correction_comparison.csv,2,exploratory
D02-CORR-DERIV-overall_fpr,DS02 correction specification comparison,DS02 discovery,pca,static_derivative,-1,primary,0.01,pooled,overall_fpr,"Executed correction comparison (static_derivative); Healthy audit rows alarmed / all healthy audit rows, pooled or within engine as indicated.",0.012391685310761857,1.239%,fraction,,,,,E021501,results/phase3_dynamic_correction/correction_comparison.csv,4,exploratory
D02-CORR-DERIV-climb_fpr,DS02 correction specification comparison,DS02 discovery,pca,static_derivative,-1,primary,0.01,pooled,climb_fpr,Executed correction comparison (static_derivative); Healthy climb audit rows alarmed / healthy climb audit rows.,0.0006102451441922097,0.061%,fraction,,,,,E021502,results/phase3_dynamic_correction/correction_comparison.csv,4,exploratory
D02-CORR-DERIV-cruise_fpr,DS02 correction specification comparison,DS02 discovery,pca,static_derivative,-1,primary,0.01,pooled,cruise_fpr,Executed correction comparison (static_derivative); Healthy cruise audit rows alarmed / healthy cruise audit rows.,0.0045738213614184035,0.457%,fraction,,,,,E021503,results/phase3_dynamic_correction/correction_comparison.csv,4,exploratory
D02-CORR-DERIV-descent_fpr,DS02 correction specification comparison,DS02 discovery,pca,static_derivative,-1,primary,0.01,pooled,descent_fpr,Executed correction comparison (static_derivative); Healthy descent audit rows alarmed / healthy descent audit rows.,0.031056286070869563,3.106%,fraction,,,,,E021504,results/phase3_dynamic_correction/correction_comparison.csv,4,exploratory
D02-CORR-DERIV-descent_minus_climb,DS02 correction specification comparison,DS02 discovery,pca,static_derivative,-1,primary,0.01,pooled,descent_minus_climb,Derived from the executed correction comparison (static_derivative); Descent healthy row-FPR minus climb healthy row-FPR; percentage-point difference when multiplied by 100.,0.030446040926677354,+3.045 pp,fraction difference,,,,,E021511,results/phase3_dynamic_correction/correction_comparison.csv,4,exploratory
D02-CORR-DERIV-descent_minus_cruise,DS02 correction specification comparison,DS02 discovery,pca,static_derivative,-1,primary,0.01,pooled,descent_minus_cruise,Derived from the executed correction comparison (static_derivative); Descent healthy row-FPR minus cruise healthy row-FPR; percentage-point difference when multiplied by 100.,0.026482464709451158,+2.648 pp,fraction difference,,,,,E021512,results/phase3_dynamic_correction/correction_comparison.csv,4,exploratory
D02-CORR-DERIV-worst_cross_phase_transfer_fpr,DS02 correction specification comparison,DS02 discovery,pca,static_derivative,-1,primary,0.01,pooled,worst_cross_phase_transfer_fpr,Executed correction comparison (static_derivative); Maximum audit healthy row-FPR among off-diagonal calibration-phase to audit-phase threshold transfers.,0.1586463210298772,15.865%,fraction,,,,,E021506,results/phase3_dynamic_correction/correction_comparison.csv,4,exploratory
D02-CORR-HISTORY-overall_fpr,DS02 correction specification comparison,DS02 discovery,pca,history,-1,primary,0.01,pooled,overall_fpr,"Executed correction comparison (history); Healthy audit rows alarmed / all healthy audit rows, pooled or within engine as indicated.",0.013626928769166477,1.363%,fraction,,,,,E021514,results/phase3_dynamic_correction/correction_comparison.csv,6,exploratory
D02-CORR-HISTORY-climb_fpr,DS02 correction specification comparison,DS02 discovery,pca,history,-1,primary,0.01,pooled,climb_fpr,Executed correction comparison (history); Healthy climb audit rows alarmed / healthy climb audit rows.,0.001246643651706943,0.125%,fraction,,,,,E021515,results/phase3_dynamic_correction/correction_comparison.csv,6,exploratory
D02-CORR-HISTORY-cruise_fpr,DS02 correction specification comparison,DS02 discovery,pca,history,-1,primary,0.01,pooled,cruise_fpr,Executed correction comparison (history); Healthy cruise audit rows alarmed / healthy cruise audit rows.,0.0042796663936600955,0.428%,fraction,,,,,E021516,results/phase3_dynamic_correction/correction_comparison.csv,6,exploratory
D02-CORR-HISTORY-descent_fpr,DS02 correction specification comparison,DS02 discovery,pca,history,-1,primary,0.01,pooled,descent_fpr,Executed correction comparison (history); Healthy descent audit rows alarmed / healthy descent audit rows.,0.03459355844084205,3.459%,fraction,,,,,E021517,results/phase3_dynamic_correction/correction_comparison.csv,6,exploratory
D02-CORR-HISTORY-descent_minus_climb,DS02 correction specification comparison,DS02 discovery,pca,history,-1,primary,0.01,pooled,descent_minus_climb,Derived from the executed correction comparison (history); Descent healthy row-FPR minus climb healthy row-FPR; percentage-point difference when multiplied by 100.,0.0333469147891351,+3.335 pp,fraction difference,,,,,E021524,results/phase3_dynamic_correction/correction_comparison.csv,6,exploratory
D02-CORR-HISTORY-descent_minus_cruise,DS02 correction specification comparison,DS02 discovery,pca,history,-1,primary,0.01,pooled,descent_minus_cruise,Derived from the executed correction comparison (history); Descent healthy row-FPR minus cruise healthy row-FPR; percentage-point difference when multiplied by 100.,0.03031389204718195,+3.031 pp,fraction difference,,,,,E021525,results/phase3_dynamic_correction/correction_comparison.csv,6,exploratory
D02-CORR-HISTORY-worst_cross_phase_transfer_fpr,DS02 correction specification comparison,DS02 discovery,pca,history,-1,primary,0.01,pooled,worst_cross_phase_transfer_fpr,Executed correction comparison (history); Maximum audit healthy row-FPR among off-diagonal calibration-phase to audit-phase threshold transfers.,0.15555034579767904,15.555%,fraction,,,,,E021519,results/phase3_dynamic_correction/correction_comparison.csv,6,exploratory
D02-ALT-PCA-descent_minus_climb,DS02 exploratory alternative phase rule,DS02 discovery,pca,history,-1,alt_rate,0.01,pooled,descent_minus_climb,Descent healthy row-FPR minus climb healthy row-FPR; percentage-point difference when multiplied by 100.,0.034323516873061795,+3.432 pp,fraction difference,,,,,E000290,results/final_validation/canonical_results.csv,21,exploratory
D02-ALT-PCA-descent_minus_cruise,DS02 exploratory alternative phase rule,DS02 discovery,pca,history,-1,alt_rate,0.01,pooled,descent_minus_cruise,Descent healthy row-FPR minus cruise healthy row-FPR; percentage-point difference when multiplied by 100.,0.03293415322702359,+3.293 pp,fraction difference,,,,,E000291,results/final_validation/canonical_results.csv,21,exploratory
D02-ALT-PCA-worst_cross_phase_transfer_fpr,DS02 exploratory alternative phase rule,DS02 discovery,pca,history,-1,alt_rate,0.01,pooled,worst_cross_phase_transfer_fpr,Maximum audit healthy row-FPR among off-diagonal calibration-phase to audit-phase threshold transfers.,0.16405526862968678,16.406%,fraction,,,,,E000293,results/final_validation/canonical_results.csv,21,exploratory
D02-ALT-IF-descent_minus_climb,DS02 exploratory alternative phase rule,DS02 discovery,isolation_forest,history,"mean(seeds 0,1,2)",alt_rate,0.01,pooled,descent_minus_climb,"Arithmetic mean over seeds 0, 1, 2 of: Descent healthy row-FPR minus climb healthy row-FPR; percentage-point difference when multiplied by 100. No CI for the seed mean was executed.",0.023829272848378137,+2.383 pp,fraction difference,,,,,E002810,results/final_validation/canonical_results.csv,45;69;93,exploratory
D02-ALT-IF-descent_minus_cruise,DS02 exploratory alternative phase rule,DS02 discovery,isolation_forest,history,"mean(seeds 0,1,2)",alt_rate,0.01,pooled,descent_minus_cruise,"Arithmetic mean over seeds 0, 1, 2 of: Descent healthy row-FPR minus cruise healthy row-FPR; percentage-point difference when multiplied by 100. No CI for the seed mean was executed.",0.02256099697202433,+2.256 pp,fraction difference,,,,,E002811,results/final_validation/canonical_results.csv,45;69;93,exploratory
D02-ALT-IF-worst_cross_phase_transfer_fpr,DS02 exploratory alternative phase rule,DS02 discovery,isolation_forest,history,"mean(seeds 0,1,2)",alt_rate,0.01,pooled,worst_cross_phase_transfer_fpr,"Arithmetic mean over seeds 0, 1, 2 of: Maximum audit healthy row-FPR among off-diagonal calibration-phase to audit-phase threshold transfers. No CI for the seed mean was executed.",0.28872269546359025,28.872%,fraction,,,,,E002813,results/final_validation/canonical_results.csv,45;69;93,exploratory
D02-ALT-LSTM-descent_minus_climb,DS02 exploratory alternative phase rule,DS02 discovery,lstm_autoencoder,history,"mean(seeds 0,1,2)",alt_rate,0.01,pooled,descent_minus_climb,"Arithmetic mean over seeds 0, 1, 2 of: Descent healthy row-FPR minus climb healthy row-FPR; percentage-point difference when multiplied by 100. No CI for the seed mean was executed.",0.01803497723997096,+1.803 pp,fraction difference,,,,,E003170,results/final_validation/canonical_results.csv,117;141;165,exploratory
